
    PO_StorageStatus(iTime,iStorageStatus) := data table 
                       Generation      Charge   Discharge
'2015-07-05 03:25:00'    3076.787    1049.663            
'2015-07-05 03:30:00'    2986.094     959.487            
'2015-07-05 03:35:00'    3044.064    1049.438            
'2015-07-05 03:40:00'    3044.052    1095.798            
'2015-07-05 03:45:00'    2988.610    1132.370            
'2015-07-05 03:50:00'    2928.518    1280.893            
'2015-07-05 03:55:00'    3052.043    1223.737            
'2015-07-05 04:00:00'    3005.218    1246.782            
'2015-07-05 04:05:00'    2949.410    1190.153            
'2015-07-05 04:10:00'    3062.436    1277.230            
'2015-07-05 04:15:00'    3031.942    1262.641            
'2015-07-05 04:20:00'    2978.481    1218.325            
'2015-07-05 04:25:00'    3055.536    1037.556            
'2015-07-05 04:30:00'    3042.065    1117.893            
'2015-07-05 04:35:00'    3054.272    1085.004            
'2015-07-05 04:40:00'    2919.960    1115.386            
'2015-07-05 04:45:00'    3022.897     941.522            
'2015-07-05 04:50:00'    3004.185     949.996            
'2015-07-05 04:55:00'    2987.866     970.900            
'2015-07-05 05:00:00'    3005.218     956.782            
'2015-07-05 05:05:00'    2964.511     966.245            
'2015-07-05 05:10:00'    2952.951     793.828            
'2015-07-05 05:15:00'    3001.865     929.327            
'2015-07-05 05:20:00'    3013.911     562.258            
'2015-07-05 05:25:00'    3035.991     826.925            
'2015-07-05 05:30:00'    3051.634     442.820            
'2015-07-05 05:35:00'    3060.421     450.149            
'2015-07-05 05:40:00'    3016.872     411.899            
'2015-07-05 05:45:00'    3113.208     299.967            
'2015-07-05 05:50:00'    3144.867     262.818            
'2015-07-05 05:55:00'    3054.067     259.185            
'2015-07-05 06:00:00'    3143.921     103.079            
'2015-07-05 06:05:00'    3098.877                  65.605
'2015-07-05 06:10:00'    3087.234      57.247            
'2015-07-05 06:15:00'    3118.000                 148.105
'2015-07-05 06:20:00'    3028.085                 248.415
'2015-07-05 06:25:00'    3001.740                 284.204
'2015-07-05 06:30:00'    2956.362                 264.378
'2015-07-05 06:35:00'    2922.903                 461.476
'2015-07-05 06:40:00'    2880.352                 481.960
'2015-07-05 06:45:00'    2802.967                 597.221
'2015-07-05 06:50:00'    2750.953                 602.676
'2015-07-05 06:55:00'    2652.900                 663.274
'2015-07-05 07:00:00'    2626.000                 795.325
'2015-07-05 07:05:00'    2574.266                 816.288
'2015-07-05 07:10:00'    2600.295                 944.570
'2015-07-05 07:15:00'    2583.679                 912.147
'2015-07-05 07:20:00'    2529.972                1074.933
'2015-07-05 07:25:00'    2611.586                 966.910
'2015-07-05 07:30:00'    2655.552                 980.729
'2015-07-05 07:35:00'    2552.607                1145.915
'2015-07-05 07:40:00'    2610.829                1110.702
'2015-07-05 07:45:00'    2560.152                1184.896
'2015-07-05 07:50:00'    2636.291                1142.422
'2015-07-05 07:55:00'    2624.632                1172.379
'2015-07-05 08:00:00'    2609.500                1227.932
'2015-07-05 08:05:00'    2707.531                1082.956
'2015-07-05 08:10:00'    2784.903                1087.934
'2015-07-05 08:15:00'    2850.777                1117.518
'2015-07-05 08:20:00'    2957.641                1068.067
'2015-07-05 08:25:00'    3111.444                 847.625
'2015-07-05 08:30:00'    3120.622                 767.425
'2015-07-05 08:35:00'    3219.431                 759.930
'2015-07-05 08:40:00'    3291.539                 851.960
'2015-07-05 08:45:00'    3435.584                 743.358
'2015-07-05 08:50:00'    3579.817                 458.339
'2015-07-05 08:55:00'    3603.418                 475.850
'2015-07-05 09:00:00'    3661.500                 453.337
'2015-07-05 09:05:00'    3610.483                 517.402
'2015-07-05 09:10:00'    3507.259                 579.201
'2015-07-05 09:15:00'    3562.320                 647.283
'2015-07-05 09:20:00'    3476.942                 794.504
'2015-07-05 09:25:00'    3570.258                 509.722
'2015-07-05 09:30:00'    3477.984                 598.481
'2015-07-05 09:35:00'    3442.685                 680.210
'2015-07-05 09:40:00'    3421.667                 799.844
'2015-07-05 09:45:00'    3349.082                 798.455
'2015-07-05 09:50:00'    3373.418                 797.766
'2015-07-05 09:55:00'    3358.447                 860.272
'2015-07-05 10:00:00'    3290.500                 963.039
'2015-07-05 10:05:00'    3419.769                 905.595
'2015-07-05 10:10:00'    3428.822                 637.356
'2015-07-05 10:15:00'    3531.503                 663.874
'2015-07-05 10:20:00'    3601.089                 664.458
'2015-07-05 10:25:00'    3746.933                 636.990
'2015-07-05 10:30:00'    3738.590                 517.891
'2015-07-05 10:35:00'    3820.396                 376.640
'2015-07-05 10:40:00'    3953.025                 431.320
'2015-07-05 10:45:00'    3991.859                 333.558
'2015-07-05 10:50:00'    4150.521                 124.131
'2015-07-05 10:55:00'    4227.325                 146.717
'2015-07-05 11:00:00'    4290.500                  55.508
'2015-07-05 11:05:00'    4429.815     114.554            
'2015-07-05 11:10:00'    4474.643     411.605            
'2015-07-05 11:15:00'    4320.346     757.981            
'2015-07-05 11:20:00'    4316.286     838.427            
'2015-07-05 11:25:00'    4369.238    1037.714            
'2015-07-05 11:30:00'    4288.225    1384.184            
'2015-07-05 11:35:00'    4327.093    1534.612            
'2015-07-05 11:40:00'    4230.446    1968.486            
'2015-07-05 11:45:00'    4261.623    2043.619            
'2015-07-05 11:50:00'    4256.172    2251.028            
'2015-07-05 11:55:00'    4324.273    2693.432            
'2015-07-05 12:00:00'    4207.305    2887.695            
'2015-07-05 12:05:00'    4218.158    2994.945            
'2015-07-05 12:10:00'    4212.043    2828.837            
'2015-07-05 12:15:00'    4265.182    2905.830            
'2015-07-05 12:20:00'    4090.001    3240.822            
'2015-07-05 12:25:00'    4139.344    3226.904            
'2015-07-05 12:30:00'    4279.580    3089.883            
'2015-07-05 12:35:00'    4186.054    3366.220            
'2015-07-05 12:40:00'    4124.207    3423.645            
'2015-07-05 12:45:00'    4217.382    3563.003            
'2015-07-05 12:50:00'    4224.843    3363.705            
'2015-07-05 12:55:00'    4153.825    3316.606            
'2015-07-05 13:00:00'    4161.071    3540.429            
'2015-07-05 13:05:00'    4181.555    3425.517            
'2015-07-05 13:10:00'    4263.812    3489.244            
'2015-07-05 13:15:00'    4136.136    3528.240            
'2015-07-05 13:20:00'    4095.754    3702.802            
'2015-07-05 13:25:00'    4157.663    3620.930            
'2015-07-05 13:30:00'    4165.430    3642.675            
'2015-07-05 13:35:00'    4002.907    3919.034            
'2015-07-05 13:40:00'    4286.567    3599.356            
'2015-07-05 13:45:00'    4266.823    3483.004            
'2015-07-05 13:50:00'    4156.694    3607.953            
'2015-07-05 13:55:00'    4207.455    3512.785            
'2015-07-05 14:00:00'    4161.071    3678.929            
'2015-07-05 14:05:00'    4169.708    3550.714            
'2015-07-05 14:10:00'    4109.793    3534.928            
'2015-07-05 14:15:00'    4085.391    3519.962            
'2015-07-05 14:20:00'    4067.516    3238.031            
'2015-07-05 14:25:00'    4171.995    3247.063            
'2015-07-05 14:30:00'    4000.305    3300.761            
'2015-07-05 14:35:00'    3988.779    3160.977            
'2015-07-05 14:40:00'    3895.207    3082.647            
'2015-07-05 14:45:00'    3951.030    2953.200            
'2015-07-05 14:50:00'    4010.057    2759.578            
'2015-07-05 14:55:00'    4051.072    2764.588            
'2015-07-05 15:00:00'    3976.135    2652.365            
'2015-07-05 15:05:00'    3963.324    2510.053            
'2015-07-05 15:10:00'    3926.172    2348.040            
'2015-07-05 15:15:00'    3919.660    2078.618            
'2015-07-05 15:20:00'    3970.450    1972.488            
'2015-07-05 15:25:00'    3844.812    1954.185            
'2015-07-05 15:30:00'    3915.976    1676.310            
'2015-07-05 15:35:00'    3865.473    1560.734            
'2015-07-05 15:40:00'    3993.509    1219.750            
'2015-07-05 15:45:00'    3912.004    1020.555            
'2015-07-05 15:50:00'    3886.905     901.675            
'2015-07-05 15:55:00'    3978.650     645.681            
'2015-07-05 16:00:00'    3929.901     544.099            
'2015-07-05 16:05:00'    3986.622     323.752            
'2015-07-05 16:10:00'    3916.617     305.537            
'2015-07-05 16:15:00'    3937.601     182.716            
'2015-07-05 16:20:00'    3861.990     223.818            
'2015-07-05 16:25:00'    3996.993      26.937            
'2015-07-05 16:30:00'    3933.820                  35.834
'2015-07-05 16:35:00'    3849.710                 210.050
'2015-07-05 16:40:00'    3747.530                 341.108
'2015-07-05 16:45:00'    3670.413                 336.090
'2015-07-05 16:50:00'    3549.377                 467.000
'2015-07-05 16:55:00'    3491.911                 673.301
'2015-07-05 17:00:00'    3350.000                 718.603
'2015-07-05 17:05:00'    3351.956                 686.206
'2015-07-05 17:10:00'    3284.736                 800.542
'2015-07-05 17:15:00'    3224.744                 933.355
'2015-07-05 17:20:00'    3199.132                 964.129
'2015-07-05 17:25:00'    3080.342                1102.588
'2015-07-05 17:30:00'    3000.912                1266.937
'2015-07-05 17:35:00'    2943.172                1140.116
'2015-07-05 17:40:00'    2976.096                1192.292
'2015-07-05 17:45:00'    2847.072                1230.354
'2015-07-05 17:50:00'    2736.102                1664.969
'2015-07-05 17:55:00'    2777.818                1539.352
'2015-07-05 18:00:00'    2674.000                1579.539
'2015-07-05 18:05:00'    2792.233                1479.630
'2015-07-05 18:10:00'    2825.601                1315.833
'2015-07-05 18:15:00'    2964.344                1389.949
'2015-07-05 18:20:00'    3093.805                1319.343
'2015-07-05 18:25:00'    3124.877                1207.830
'2015-07-05 18:30:00'    3203.971                1162.209
'2015-07-05 18:35:00'    3268.469                1244.083
'2015-07-05 18:40:00'    3444.558                1168.323
'2015-07-05 18:45:00'    3573.533                 845.922
'2015-07-05 18:50:00'    3556.937                1082.814
'2015-07-05 18:55:00'    3749.771                 847.541
'2015-07-05 19:00:00'    3834.000                 789.412
'2015-07-05 19:05:00'    4026.140                 626.454
'2015-07-05 19:10:00'    4258.647                 367.634
'2015-07-05 19:15:00'    4346.203                 185.377
'2015-07-05 19:20:00'    4429.457     123.598            
'2015-07-05 19:25:00'    4533.493     234.997            
'2015-07-05 19:30:00'    4498.080     504.375            
'2015-07-05 19:35:00'    4563.095     625.662            
'2015-07-05 19:40:00'    4540.749     749.161            
'2015-07-05 19:45:00'    4573.795     938.398            
'2015-07-05 19:50:00'    4511.239    1285.459            
'2015-07-05 19:55:00'    4516.777    1480.624            
'2015-07-05 20:00:00'    4484.710    1637.290            
'2015-07-05 20:05:00'    4377.455    1687.735            
'2015-07-05 20:10:00'    4464.539    1940.871            
'2015-07-05 20:15:00'    4298.060    2132.482            
'2015-07-05 20:20:00'    4413.154    2066.335            
'2015-07-05 20:25:00'    4384.907    2307.244            
'2015-07-05 20:30:00'    4518.273    2173.379            
'2015-07-05 20:35:00'    4603.675    2131.475            
'2015-07-05 20:40:00'    4510.632    2445.879            
'2015-07-05 20:45:00'    4396.376    2726.924            
'2015-07-05 20:50:00'    4339.946    2939.525            
'2015-07-05 20:55:00'    4355.339    2811.009            
'2015-07-05 21:00:00'    4392.242    2997.758            
'2015-07-05 21:05:00'    4352.076    3117.731            
'2015-07-05 21:10:00'    4265.498    3003.678            
'2015-07-05 21:15:00'    4324.625    3008.486            
'2015-07-05 21:20:00'    4374.258    2852.700            
'2015-07-05 21:25:00'    4262.388    2845.146            
'2015-07-05 21:30:00'    4108.629    2957.642            
'2015-07-05 21:35:00'    4276.503    2868.196            
'2015-07-05 21:40:00'    4237.522    2927.260            
'2015-07-05 21:45:00'    4248.579    2857.676            
'2015-07-05 21:50:00'    4267.261    2891.398            
'2015-07-05 21:55:00'    4129.370    2828.858            
'2015-07-05 22:00:00'    4161.071    2844.929            
'2015-07-05 22:05:00'    4150.658    3178.470            
'2015-07-05 22:10:00'    4036.330    3244.979            
'2015-07-05 22:15:00'    4174.892    3257.369            
'2015-07-05 22:20:00'    4188.462    3397.382            
'2015-07-05 22:25:00'    4201.924    3782.267            
'2015-07-05 22:30:00'    4162.214    3911.937            
'2015-07-05 22:35:00'    4094.176    4160.756            
'2015-07-05 22:40:00'    3785.333    4768.647            
'2015-07-05 22:45:00'    4016.234    4656.605            
'2015-07-05 22:50:00'    3975.411    4843.057            
'2015-07-05 22:55:00'    3875.209    5235.764            
'2015-07-05 23:00:00'    3929.901    5262.099            
'2015-07-05 23:05:00'    3854.911    5502.069            
'2015-07-05 23:10:00'    3853.133    5293.491            
'2015-07-05 23:15:00'    3843.253    5200.043            
'2015-07-05 23:20:00'    3911.865    5132.222            
'2015-07-05 23:25:00'    3814.098    5090.779            
'2015-07-05 23:30:00'    3667.454    5414.448            
'2015-07-05 23:35:00'    3612.570    4946.206            
'2015-07-05 23:40:00'    3626.235    5075.762            
'2015-07-05 23:45:00'    3550.094    5122.683            
'2015-07-05 23:50:00'    3478.061    5216.336            
'2015-07-05 23:55:00'    3487.401    5048.137            
'2015-07-06 00:00:00'    3611.810    4890.190            
    ;


    PO_GenerationByGeneratorType(iTime,iGeneratorType) := data table 
                               Wind         Solar  St-Discharge           Gap
                    !  ------------  ------------  ------------  ------------
'2015-07-01 00:00:00'    9.832e+003                                          
'2015-07-01 00:05:00'    9.760e+003                                          
'2015-07-01 00:10:00'    9.348e+003                                          
'2015-07-01 00:15:00'    9.416e+003                                          
'2015-07-01 00:20:00'    9.333e+003                                          
'2015-07-01 00:25:00'    9.479e+003                                          
'2015-07-01 00:30:00'    9.487e+003                                          
'2015-07-01 00:35:00'    9.208e+003                                          
'2015-07-01 00:40:00'    8.971e+003                                          
'2015-07-01 00:45:00'    9.093e+003                                          
'2015-07-01 00:50:00'    9.186e+003                                          
'2015-07-01 00:55:00'    8.501e+003                                          
'2015-07-01 01:00:00'    8.850e+003                                          
'2015-07-01 01:05:00'    8.781e+003                                          
'2015-07-01 01:10:00'    8.453e+003                                          
'2015-07-01 01:15:00'    8.856e+003                                          
'2015-07-01 01:20:00'    8.670e+003                                          
'2015-07-01 01:25:00'    8.508e+003                                          
'2015-07-01 01:30:00'    8.401e+003                                          
'2015-07-01 01:35:00'    8.565e+003                                          
'2015-07-01 01:40:00'    8.348e+003                                          
'2015-07-01 01:45:00'    8.564e+003                                          
'2015-07-01 01:50:00'    8.626e+003                                          
'2015-07-01 01:55:00'    8.426e+003                                          
'2015-07-01 02:00:00'    8.392e+003                                          
'2015-07-01 02:05:00'    8.289e+003                                          
'2015-07-01 02:10:00'    8.319e+003                                          
'2015-07-01 02:15:00'    8.437e+003                                          
'2015-07-01 02:20:00'    8.360e+003                                          
'2015-07-01 02:25:00'    8.061e+003                                          
'2015-07-01 02:30:00'    8.273e+003                                          
'2015-07-01 02:35:00'    8.304e+003                                          
'2015-07-01 02:40:00'    8.238e+003                                          
'2015-07-01 02:45:00'    8.164e+003                                          
'2015-07-01 02:50:00'    8.224e+003                                          
'2015-07-01 02:55:00'    8.096e+003                                          
'2015-07-01 03:00:00'    8.100e+003                                          
'2015-07-01 03:05:00'    8.038e+003                                          
'2015-07-01 03:10:00'    7.995e+003                                          
'2015-07-01 03:15:00'    7.952e+003                                          
'2015-07-01 03:20:00'    7.784e+003                                          
'2015-07-01 03:25:00'    7.938e+003                                          
'2015-07-01 03:30:00'    7.809e+003                                          
'2015-07-01 03:35:00'    7.787e+003                                          
'2015-07-01 03:40:00'    7.457e+003                                          
'2015-07-01 03:45:00'    7.545e+003                                          
'2015-07-01 03:50:00'    7.714e+003                                          
'2015-07-01 03:55:00'    7.424e+003                                          
'2015-07-01 04:00:00'    7.414e+003                                          
'2015-07-01 04:05:00'    7.356e+003                                          
'2015-07-01 04:10:00'    7.617e+003                                          
'2015-07-01 04:15:00'    7.527e+003                                          
'2015-07-01 04:20:00'    7.537e+003                                          
'2015-07-01 04:25:00'    7.534e+003                                          
'2015-07-01 04:30:00'    7.442e+003                                          
'2015-07-01 04:35:00'    7.390e+003                                          
'2015-07-01 04:40:00'    7.582e+003                                          
'2015-07-01 04:45:00'    7.626e+003                                          
'2015-07-01 04:50:00'    7.498e+003                                          
'2015-07-01 04:55:00'    7.546e+003                                          
'2015-07-01 05:00:00'    7.456e+003                                          
'2015-07-01 05:05:00'    7.460e+003    7.817e-001                            
'2015-07-01 05:10:00'    7.377e+003    1.627e+000                            
'2015-07-01 05:15:00'    7.321e+003    2.687e+000                            
'2015-07-01 05:20:00'    7.313e+003    3.323e+000                            
'2015-07-01 05:25:00'    7.282e+003    4.313e+000                            
'2015-07-01 05:30:00'    7.139e+003    4.839e+000                            
'2015-07-01 05:35:00'    7.085e+003    5.884e+000                            
'2015-07-01 05:40:00'    6.819e+003    5.648e+000                            
'2015-07-01 05:45:00'    7.061e+003    7.641e+000                            
'2015-07-01 05:50:00'    7.023e+003    8.452e+000                            
'2015-07-01 05:55:00'    6.735e+003    8.284e+000                            
'2015-07-01 06:00:00'    6.826e+003    1.000e+001                            
'2015-07-01 06:05:00'    6.837e+003    2.738e+001                            
'2015-07-01 06:10:00'    6.791e+003    4.798e+001                            
'2015-07-01 06:15:00'    6.882e+003    6.602e+001                            
'2015-07-01 06:20:00'    7.066e+003    9.350e+001                            
'2015-07-01 06:25:00'    6.832e+003    1.082e+002                            
'2015-07-01 06:30:00'    6.877e+003    1.236e+002                            
'2015-07-01 06:35:00'    6.794e+003    1.467e+002                            
'2015-07-01 06:40:00'    6.916e+003    1.620e+002                            
'2015-07-01 06:45:00'    6.913e+003    1.891e+002                            
'2015-07-01 06:50:00'    6.782e+003    2.097e+002                            
'2015-07-01 06:55:00'    6.945e+003    2.237e+002                            
'2015-07-01 07:00:00'    6.862e+003    2.425e+002                            
'2015-07-01 07:05:00'    7.024e+003    2.991e+002                            
'2015-07-01 07:10:00'    6.846e+003    3.578e+002                            
'2015-07-01 07:15:00'    6.969e+003    3.929e+002                            
'2015-07-01 07:20:00'    6.993e+003    4.464e+002                            
'2015-07-01 07:25:00'    6.860e+003    4.912e+002                            
'2015-07-01 07:30:00'    6.914e+003    5.465e+002                            
'2015-07-01 07:35:00'    6.944e+003    6.109e+002                            
'2015-07-01 07:40:00'    7.104e+003    6.524e+002                            
'2015-07-01 07:45:00'    6.948e+003    7.018e+002                            
'2015-07-01 07:50:00'    7.087e+003    7.325e+002                            
'2015-07-01 07:55:00'    6.970e+003    8.242e+002                            
'2015-07-01 08:00:00'    6.976e+003    8.625e+002                            
'2015-07-01 08:05:00'    6.821e+003    9.102e+002                            
'2015-07-01 08:10:00'    6.877e+003    9.492e+002                            
'2015-07-01 08:15:00'    7.156e+003    1.044e+003                            
'2015-07-01 08:20:00'    7.008e+003    1.097e+003                            
'2015-07-01 08:25:00'    6.967e+003    1.128e+003                            
'2015-07-01 08:30:00'    6.922e+003    1.270e+003                            
'2015-07-01 08:35:00'    6.864e+003    1.307e+003                            
'2015-07-01 08:40:00'    7.056e+003    1.399e+003                            
'2015-07-01 08:45:00'    6.879e+003    1.394e+003                            
'2015-07-01 08:50:00'    6.878e+003    1.495e+003                            
'2015-07-01 08:55:00'    6.732e+003    1.510e+003                            
'2015-07-01 09:00:00'    6.844e+003    1.610e+003                            
'2015-07-01 09:05:00'    6.888e+003    1.707e+003                            
'2015-07-01 09:10:00'    6.846e+003    1.742e+003                            
'2015-07-01 09:15:00'    6.980e+003    1.779e+003                            
'2015-07-01 09:20:00'    6.836e+003    1.818e+003                            
'2015-07-01 09:25:00'    6.999e+003    1.822e+003                            
'2015-07-01 09:30:00'    7.274e+003    1.872e+003                            
'2015-07-01 09:35:00'    7.200e+003    1.992e+003                            
'2015-07-01 09:40:00'    7.256e+003    2.013e+003                            
'2015-07-01 09:45:00'    7.418e+003    2.027e+003                            
'2015-07-01 09:50:00'    7.523e+003    2.077e+003                            
'2015-07-01 09:55:00'    7.540e+003    2.136e+003                            
'2015-07-01 10:00:00'    7.518e+003    2.163e+003                            
'2015-07-01 10:05:00'    7.382e+003    2.204e+003                            
'2015-07-01 10:10:00'    7.493e+003    2.255e+003                            
'2015-07-01 10:15:00'    7.289e+003    2.263e+003                            
'2015-07-01 10:20:00'    7.416e+003    2.398e+003                            
'2015-07-01 10:25:00'    7.428e+003    2.408e+003                            
'2015-07-01 10:30:00'    7.646e+003    2.372e+003                            
'2015-07-01 10:35:00'    7.508e+003    2.524e+003                            
'2015-07-01 10:40:00'    7.459e+003    2.444e+003                            
'2015-07-01 10:45:00'    7.711e+003    2.402e+003                            
'2015-07-01 10:50:00'    7.549e+003    2.500e+003                            
'2015-07-01 10:55:00'    7.583e+003    2.575e+003                            
'2015-07-01 11:00:00'    7.584e+003    2.645e+003                            
'2015-07-01 11:05:00'    7.472e+003    2.640e+003                            
'2015-07-01 11:10:00'    7.380e+003    2.688e+003                            
'2015-07-01 11:15:00'    7.367e+003    2.777e+003                            
'2015-07-01 11:20:00'    7.259e+003    2.710e+003                            
'2015-07-01 11:25:00'    7.256e+003    2.770e+003                            
'2015-07-01 11:30:00'    7.188e+003    2.757e+003                            
'2015-07-01 11:35:00'    6.953e+003    2.834e+003                            
'2015-07-01 11:40:00'    7.069e+003    2.887e+003                            
'2015-07-01 11:45:00'    7.234e+003    2.931e+003                            
'2015-07-01 11:50:00'    6.818e+003    2.917e+003                            
'2015-07-01 11:55:00'    6.880e+003    2.974e+003                            
'2015-07-01 12:00:00'    6.746e+003    2.970e+003                            
'2015-07-01 12:05:00'    6.643e+003    2.981e+003                            
'2015-07-01 12:10:00'    6.606e+003    2.918e+003                            
'2015-07-01 12:15:00'    6.570e+003    3.047e+003                            
'2015-07-01 12:20:00'    6.504e+003    3.083e+003                            
'2015-07-01 12:25:00'    6.455e+003    2.908e+003                            
'2015-07-01 12:30:00'    6.257e+003    2.886e+003                            
'2015-07-01 12:35:00'    6.225e+003    2.933e+003                            
'2015-07-01 12:40:00'    6.125e+003    2.898e+003                            
'2015-07-01 12:45:00'    6.050e+003    2.846e+003                            
'2015-07-01 12:50:00'    5.947e+003    2.795e+003                            
'2015-07-01 12:55:00'    5.952e+003    2.894e+003                            
'2015-07-01 13:00:00'    5.902e+003    2.833e+003                            
'2015-07-01 13:05:00'    5.768e+003    2.793e+003                            
'2015-07-01 13:10:00'    5.512e+003    2.825e+003                            
'2015-07-01 13:15:00'    5.413e+003    2.884e+003                            
'2015-07-01 13:20:00'    5.216e+003    2.779e+003                            
'2015-07-01 13:25:00'    5.079e+003    2.853e+003                            
'2015-07-01 13:30:00'    5.050e+003    2.851e+003                            
'2015-07-01 13:35:00'    4.817e+003    2.784e+003                            
'2015-07-01 13:40:00'    4.738e+003    2.810e+003                            
'2015-07-01 13:45:00'    4.569e+003    2.694e+003                            
'2015-07-01 13:50:00'    4.537e+003    2.743e+003                            
'2015-07-01 13:55:00'    4.330e+003    2.608e+003                            
'2015-07-01 14:00:00'    4.200e+003    2.783e+003                            
'2015-07-01 14:05:00'    4.085e+003    2.691e+003                            
'2015-07-01 14:10:00'    4.070e+003    2.624e+003                            
'2015-07-01 14:15:00'    3.968e+003    2.700e+003                            
'2015-07-01 14:20:00'    3.891e+003    2.655e+003                            
'2015-07-01 14:25:00'    3.949e+003    2.621e+003                            
'2015-07-01 14:30:00'    3.797e+003    2.617e+003                            
'2015-07-01 14:35:00'    3.798e+003    2.481e+003                            
'2015-07-01 14:40:00'    3.723e+003    2.561e+003                            
'2015-07-01 14:45:00'    3.622e+003    2.441e+003                            
'2015-07-01 14:50:00'    3.632e+003    2.428e+003                            
'2015-07-01 14:55:00'    3.536e+003    2.474e+003                            
'2015-07-01 15:00:00'    3.478e+003    2.390e+003                            
'2015-07-01 15:05:00'    3.431e+003    2.382e+003                            
'2015-07-01 15:10:00'    3.315e+003    2.323e+003                            
'2015-07-01 15:15:00'    3.411e+003    2.231e+003                            
'2015-07-01 15:20:00'    3.292e+003    2.268e+003                            
'2015-07-01 15:25:00'    3.146e+003    2.254e+003    1.557e+002              
'2015-07-01 15:30:00'    3.201e+003    2.217e+003    9.180e+001              
'2015-07-01 15:35:00'    3.228e+003    2.126e+003    6.744e+001              
'2015-07-01 15:40:00'    3.104e+003    2.135e+003    6.211e+001              
'2015-07-01 15:45:00'    3.170e+003    2.099e+003    6.834e+000              
'2015-07-01 15:50:00'    3.071e+003    2.057e+003    5.332e+002              
'2015-07-01 15:55:00'    3.079e+003    2.007e+003    3.712e+002              
'2015-07-01 16:00:00'    3.016e+003    1.985e+003    4.361e+002              
'2015-07-01 16:05:00'    3.009e+003    1.942e+003    5.736e+002              
'2015-07-01 16:10:00'    3.075e+003    1.815e+003    5.674e+002              
'2015-07-01 16:15:00'    3.193e+003    1.805e+003    3.277e+002              
'2015-07-01 16:20:00'    3.040e+003    1.860e+003    6.095e+002              
'2015-07-01 16:25:00'    3.101e+003    1.728e+003    7.997e+002              
'2015-07-01 16:30:00'    3.122e+003    1.729e+003    6.205e+002              
'2015-07-01 16:35:00'    3.270e+003    1.679e+003    7.245e+002              
'2015-07-01 16:40:00'    3.235e+003    1.610e+003    6.632e+002              
'2015-07-01 16:45:00'    3.250e+003    1.563e+003    6.705e+002              
'2015-07-01 16:50:00'    3.227e+003    1.479e+003    7.298e+002              
'2015-07-01 16:55:00'    3.252e+003    1.446e+003    9.267e+002              
'2015-07-01 17:00:00'    3.322e+003    1.413e+003    8.235e+002              
'2015-07-01 17:05:00'    3.390e+003    1.339e+003    7.507e+002              
'2015-07-01 17:10:00'    3.433e+003    1.306e+003    8.523e+002              
'2015-07-01 17:15:00'    3.475e+003    1.284e+003    8.456e+002              
'2015-07-01 17:20:00'    3.555e+003    1.221e+003    1.043e+003              
'2015-07-01 17:25:00'    3.536e+003    1.152e+003    1.074e+003              
'2015-07-01 17:30:00'    3.618e+003    1.125e+003    8.551e+002              
'2015-07-01 17:35:00'    3.633e+003    1.088e+003    1.055e+003              
'2015-07-01 17:40:00'    3.604e+003    1.056e+003    9.981e+002              
'2015-07-01 17:45:00'    3.729e+003    1.048e+003    1.069e+003              
'2015-07-01 17:50:00'    3.663e+003    9.317e+002    1.125e+003              
'2015-07-01 17:55:00'    3.862e+003    8.709e+002    1.067e+003              
'2015-07-01 18:00:00'    3.836e+003    8.450e+002    1.119e+003              
'2015-07-01 18:05:00'    4.176e+003    7.907e+002    7.898e+002              
'2015-07-01 18:10:00'    4.150e+003    7.271e+002    9.091e+002              
'2015-07-01 18:15:00'    4.358e+003    7.183e+002    7.469e+002              
'2015-07-01 18:20:00'    4.380e+003    6.338e+002    1.220e+003              
'2015-07-01 18:25:00'    4.775e+003    5.885e+002    5.435e+002              
'2015-07-01 18:30:00'    4.804e+003    5.508e+002    3.890e+002              
'2015-07-01 18:35:00'    4.976e+003    5.014e+002    3.729e+002              
'2015-07-01 18:40:00'    5.147e+003    4.464e+002    1.365e+002              
'2015-07-01 18:45:00'    5.393e+003    4.019e+002                            
'2015-07-01 18:50:00'    5.495e+003    3.576e+002                            
'2015-07-01 18:55:00'    5.692e+003    3.037e+002                            
'2015-07-01 19:00:00'    5.828e+003    2.575e+002                            
'2015-07-01 19:05:00'    6.007e+003    2.400e+002                            
'2015-07-01 19:10:00'    6.209e+003    2.228e+002                            
'2015-07-01 19:15:00'    6.330e+003    1.991e+002                            
'2015-07-01 19:20:00'    6.640e+003    1.648e+002                            
'2015-07-01 19:25:00'    6.823e+003    1.519e+002                            
'2015-07-01 19:30:00'    7.251e+003    1.396e+002                            
'2015-07-01 19:35:00'    7.270e+003    1.121e+002                            
'2015-07-01 19:40:00'    7.448e+003    9.142e+001                            
'2015-07-01 19:45:00'    7.543e+003    7.055e+001                            
'2015-07-01 19:50:00'    7.762e+003    5.246e+001                            
'2015-07-01 19:55:00'    8.140e+003    2.934e+001                            
'2015-07-01 20:00:00'    8.188e+003    1.000e+001                            
'2015-07-01 20:05:00'    8.019e+003    8.104e+000                            
'2015-07-01 20:10:00'    8.203e+003    8.828e+000                            
'2015-07-01 20:15:00'    8.155e+003    7.021e+000                            
'2015-07-01 20:20:00'    8.241e+003    6.816e+000                            
'2015-07-01 20:25:00'    8.123e+003    5.496e+000                            
'2015-07-01 20:30:00'    8.216e+003    4.954e+000                            
