
    PO_StorageStatus(iTime,iStorageStatus) := data table 
                       Generation      Charge   Discharge
'2015-07-02 21:20:00'    5239.237     705.901            
'2015-07-02 21:25:00'    5095.303     963.299            
'2015-07-02 21:30:00'    5055.357    1129.956            
'2015-07-02 21:35:00'    4856.906    1178.443            
'2015-07-02 21:40:00'    4889.155    1082.998            
'2015-07-02 21:45:00'    4710.227    1554.960            
'2015-07-02 21:50:00'    4897.609    1375.793            
'2015-07-02 21:55:00'    4699.828    1682.151            
'2015-07-02 22:00:00'    4734.374    1565.626            
'2015-07-02 22:05:00'    4802.064    1490.873            
'2015-07-02 22:10:00'    4639.186    1593.834            
'2015-07-02 22:15:00'    4606.370    1853.546            
'2015-07-02 22:20:00'    4502.900    2078.070            
'2015-07-02 22:25:00'    4663.777    1902.865            
'2015-07-02 22:30:00'    4472.090    2156.146            
'2015-07-02 22:35:00'    4464.688    2145.900            
'2015-07-02 22:40:00'    4276.169    2275.719            
'2015-07-02 22:45:00'    4406.914    2224.266            
'2015-07-02 22:50:00'    4370.972    2530.063            
'2015-07-02 22:55:00'    4198.189    2635.805            
'2015-07-02 23:00:00'    4142.578    2721.422            
'2015-07-02 23:05:00'    4183.754    2619.227            
'2015-07-02 23:10:00'    4094.258    2669.077            
'2015-07-02 23:15:00'    4152.098    2597.048            
'2015-07-02 23:20:00'    4051.228    2673.678            
'2015-07-02 23:25:00'    3949.587    2641.466            
'2015-07-02 23:30:00'    3932.038    2428.204            
'2015-07-02 23:35:00'    3868.681    2498.245            
'2015-07-02 23:40:00'    3936.128    2559.764            
'2015-07-02 23:45:00'    3913.871    2427.019            
'2015-07-02 23:50:00'    3868.097    2445.715            
'2015-07-02 23:55:00'    3761.269    2465.241            
'2015-07-03 00:00:00'    3650.647    2499.353            
'2015-07-03 00:05:00'    3603.886    2533.073            
'2015-07-03 00:10:00'    3729.004    2204.013            
'2015-07-03 00:15:00'    3684.195    2105.406            
'2015-07-03 00:20:00'    3695.668    1913.402            
'2015-07-03 00:25:00'    3751.750    1864.873            
'2015-07-03 00:30:00'    3705.134    1742.985            
'2015-07-03 00:35:00'    3676.740    1678.152            
'2015-07-03 00:40:00'    3427.329    1676.609            
'2015-07-03 00:45:00'    3641.803    1400.425            
'2015-07-03 00:50:00'    3596.189    1390.415            
'2015-07-03 00:55:00'    3555.348    1217.234            
'2015-07-03 01:00:00'    3592.700    1023.300            
'2015-07-03 01:05:00'    3533.954    1039.514            
'2015-07-03 01:10:00'    3570.849     922.371            
'2015-07-03 01:15:00'    3490.357     959.307            
'2015-07-03 01:20:00'    3612.518     725.189            
'2015-07-03 01:25:00'    3499.095     802.206            
'2015-07-03 01:30:00'    3626.218     810.217            
'2015-07-03 01:35:00'    3521.965     860.564            
'2015-07-03 01:40:00'    3588.123     676.378            
'2015-07-03 01:45:00'    3483.978     683.446            
'2015-07-03 01:50:00'    3521.934     714.764            
'2015-07-03 01:55:00'    3450.913     713.301            
'2015-07-03 02:00:00'    3476.806     589.194            
'2015-07-03 02:05:00'    3531.319     611.239            
'2015-07-03 02:10:00'    3361.809     834.496            
'2015-07-03 02:15:00'    3317.321    1009.372            
'2015-07-03 02:20:00'    3331.127     991.724            
'2015-07-03 02:25:00'    3473.525     828.699            
'2015-07-03 02:30:00'    3351.842     966.219            
'2015-07-03 02:35:00'    3385.133    1015.199            
'2015-07-03 02:40:00'    3301.925    1087.535            
'2015-07-03 02:45:00'    3323.687    1081.750            
'2015-07-03 02:50:00'    3272.759    1195.708            
'2015-07-03 02:55:00'    3325.498    1205.949            
'2015-07-03 03:00:00'    3360.913    1189.087            
'2015-07-03 03:05:00'    3291.330    1007.410            
'2015-07-03 03:10:00'    3458.022     920.379            
'2015-07-03 03:15:00'    3373.920    1070.595            
'2015-07-03 03:20:00'    3389.083     863.063            
'2015-07-03 03:25:00'    3250.086    1007.525            
'2015-07-03 03:30:00'    3429.555     650.597            
'2015-07-03 03:35:00'    3412.979     492.464            
'2015-07-03 03:40:00'    3471.535     568.813            
'2015-07-03 03:45:00'    3396.924     419.305            
'2015-07-03 03:50:00'    3438.406     438.714            
'2015-07-03 03:55:00'    3479.677     215.318            
'2015-07-03 04:00:00'    3418.859     245.141            
'2015-07-03 04:05:00'    3521.393     199.294            
'2015-07-03 04:10:00'    3381.202     375.919            
'2015-07-03 04:15:00'    3379.237     429.619            
'2015-07-03 04:20:00'    3578.258     243.877            
'2015-07-03 04:25:00'    3458.382     466.383            
'2015-07-03 04:30:00'    3505.466     355.288            
'2015-07-03 04:35:00'    3617.827     365.654            
'2015-07-03 04:40:00'    3612.670     277.774            
'2015-07-03 04:45:00'    3618.482     438.784            
'2015-07-03 04:50:00'    3725.220     210.616            
'2015-07-03 04:55:00'    3776.641     283.631            
'2015-07-03 05:00:00'    3766.540     303.460            
'2015-07-03 05:05:00'    3750.153     368.669            
'2015-07-03 05:10:00'    3884.416     190.746            
'2015-07-03 05:15:00'    3837.373     256.263            
'2015-07-03 05:20:00'    3986.482     154.401            
'2015-07-03 05:25:00'    3851.736     219.889            
'2015-07-03 05:30:00'    3973.138     102.861            
'2015-07-03 05:35:00'    3984.711      84.393            
'2015-07-03 05:40:00'    4067.665      12.564            
'2015-07-03 05:45:00'    4133.023                  78.517
'2015-07-03 05:50:00'    4142.214       8.715            
'2015-07-03 05:55:00'    4024.926                 192.102
'2015-07-03 06:00:00'    4171.000                   1.167
'2015-07-03 06:05:00'    4100.546                 122.246
'2015-07-03 06:10:00'    3906.854                 304.091
'2015-07-03 06:15:00'    3822.868                 447.942
'2015-07-03 06:20:00'    3573.052                 880.199
'2015-07-03 06:25:00'    3378.132                1172.264
'2015-07-03 06:30:00'    3235.342                1221.125
'2015-07-03 06:35:00'    3148.551                1534.140
'2015-07-03 06:40:00'    3015.703                1796.557
'2015-07-03 06:45:00'    2875.470                1733.266
'2015-07-03 06:50:00'    2722.628                1996.889
'2015-07-03 06:55:00'    2602.445                2098.428
'2015-07-03 07:00:00'    2410.500                2514.975
'2015-07-03 07:05:00'    2343.339                2607.328
'2015-07-03 07:10:00'    2307.311                2779.669
'2015-07-03 07:15:00'    2271.367                2779.317
'2015-07-03 07:20:00'    2201.442                2853.640
'2015-07-03 07:25:00'    2202.805                3032.594
'2015-07-03 07:30:00'    2133.076                3056.470
'2015-07-03 07:35:00'    2086.134                3186.569
'2015-07-03 07:40:00'    2019.076                3362.761
'2015-07-03 07:45:00'    1988.235                3317.834
'2015-07-03 07:50:00'    1964.014                3532.189
'2015-07-03 07:55:00'    1877.650                3502.880
'2015-07-03 08:00:00'    1843.500                3661.443
'2015-07-03 08:05:00'    2008.381                3554.150
'2015-07-03 08:10:00'    2145.368                3259.898
'2015-07-03 08:15:00'    2274.728                3314.884
'2015-07-03 08:20:00'    2458.103                3081.363
'2015-07-03 08:25:00'    2599.579                3043.499
'2015-07-03 08:30:00'    2782.778                2813.774
'2015-07-03 08:35:00'    2868.422                2755.757
'2015-07-03 08:40:00'    3019.722                2605.069
'2015-07-03 08:45:00'    3193.531                2371.399
'2015-07-03 08:50:00'    3318.724                2426.548
'2015-07-03 08:55:00'    3446.174                2291.182
'2015-07-03 09:00:00'    3634.500                2102.230
'2015-07-03 09:05:00'    3744.064                2133.072
'2015-07-03 09:10:00'    3989.754                1783.225
'2015-07-03 09:15:00'    4071.837                1620.068
'2015-07-03 09:20:00'    4240.725                1579.065
'2015-07-03 09:25:00'    4394.666                1367.809
'2015-07-03 09:30:00'    4540.962                1338.047
'2015-07-03 09:35:00'    4650.548                1114.461
'2015-07-03 09:40:00'    4721.517                 922.315
'2015-07-03 09:45:00'    4929.616                 998.193
'2015-07-03 09:50:00'    4993.746                 793.999
'2015-07-03 09:55:00'    5231.035                 685.507
'2015-07-03 10:00:00'    5408.000                 386.677
'2015-07-03 10:05:00'    5606.905                 281.130
'2015-07-03 10:10:00'    5453.230                 385.802
'2015-07-03 10:15:00'    5603.023                  81.308
'2015-07-03 10:20:00'    5701.563                  43.210
'2015-07-03 10:25:00'    5743.181                 167.516
'2015-07-03 10:30:00'    5795.037      85.762            
'2015-07-03 10:35:00'    5593.006     257.408            
'2015-07-03 10:40:00'    5910.882                  41.631
'2015-07-03 10:45:00'    5494.866     621.040            
'2015-07-03 10:50:00'    5660.794     448.312            
'2015-07-03 10:55:00'    5789.941     387.116            
'2015-07-03 11:00:00'    5736.730     485.270            
'2015-07-03 11:05:00'    5684.876     525.402            
'2015-07-03 11:10:00'    5628.186     678.160            
'2015-07-03 11:15:00'    5578.634     630.162            
'2015-07-03 11:20:00'    5578.381     497.139            
'2015-07-03 11:25:00'    5540.312     675.619            
'2015-07-03 11:30:00'    5660.129     583.046            
'2015-07-03 11:35:00'    5568.800     793.032            
'2015-07-03 11:40:00'    5383.503     882.866            
'2015-07-03 11:45:00'    5320.263     891.373            
'2015-07-03 11:50:00'    5546.462     684.730            
'2015-07-03 11:55:00'    5313.624    1018.993            
'2015-07-03 12:00:00'    5389.050     801.450            
'2015-07-03 12:05:00'    5462.909     789.665            
'2015-07-03 12:10:00'    5276.503    1011.442            
'2015-07-03 12:15:00'    5457.144    1024.666            
'2015-07-03 12:20:00'    5258.532    1173.284            
'2015-07-03 12:25:00'    5271.039    1137.866            
'2015-07-03 12:30:00'    5450.341     875.243            
'2015-07-03 12:35:00'    5300.199    1299.744            
'2015-07-03 12:40:00'    5460.953    1054.801            
'2015-07-03 12:45:00'    5303.509    1283.457            
'2015-07-03 12:50:00'    5241.638    1472.776            
'2015-07-03 12:55:00'    5254.217    1516.150            
'2015-07-03 13:00:00'    5331.103    1497.897            
'2015-07-03 13:05:00'    5436.522    1477.721            
'2015-07-03 13:10:00'    5275.133    1535.763            
'2015-07-03 13:15:00'    5291.664    1555.574            
'2015-07-03 13:20:00'    5174.012    1611.011            
'2015-07-03 13:25:00'    5185.970    1582.887            
'2015-07-03 13:30:00'    5173.986    1531.668            
'2015-07-03 13:35:00'    5474.546    1211.132            
'2015-07-03 13:40:00'    5309.137    1540.848            
'2015-07-03 13:45:00'    5140.700    1504.786            
'2015-07-03 13:50:00'    5411.086    1249.984            
'2015-07-03 13:55:00'    5251.506    1409.132            
'2015-07-03 14:00:00'    5215.209    1442.791            
'2015-07-03 14:05:00'    5149.322    1265.652            
'2015-07-03 14:10:00'    5038.283    1521.728            
'2015-07-03 14:15:00'    5200.787    1207.455            
'2015-07-03 14:20:00'    5240.971     943.942            
'2015-07-03 14:25:00'    5157.660     968.918            
'2015-07-03 14:30:00'    5199.683     732.064            
'2015-07-03 14:35:00'    5148.668     721.039            
'2015-07-03 14:40:00'    5023.596     841.784            
'2015-07-03 14:45:00'    5171.265     623.890            
'2015-07-03 14:50:00'    5158.931     377.110            
'2015-07-03 14:55:00'    5097.786     290.716            
'2015-07-03 15:00:00'    5099.316     243.684            
'2015-07-03 15:05:00'    5014.986     294.963            
'2015-07-03 15:10:00'    5172.502     116.867            
'2015-07-03 15:15:00'    5187.271                  15.448
'2015-07-03 15:20:00'    5091.121                   4.390
