
    PO_GenerationByGeneratorType(iTime,iGeneratorType) := data table 
                       NGCC-New      Wind     Solar
                    !  --------  --------  --------
'2015-07-02 08:40:00'  2400.000  1240.887  1165.386
'2015-07-02 08:45:00'  2400.000  1305.596  1294.939
'2015-07-02 08:50:00'  2400.000  1271.832  1326.284
'2015-07-02 08:55:00'  2400.000  1260.269  1396.925
'2015-07-02 09:00:00'  2400.000  1279.120  1432.500
'2015-07-02 09:05:00'  2400.000  1241.028  1454.558
'2015-07-02 09:10:00'  2400.000  1176.144  1489.604
'2015-07-02 09:15:00'  2400.000  1095.271  1543.933
'2015-07-02 09:20:00'  2400.000  1069.669  1615.413
'2015-07-02 09:25:00'  2400.000  1004.826  1629.370
'2015-07-02 09:30:00'  2400.000   953.097  1731.087
'2015-07-02 09:35:00'  2400.000   882.091  1587.075
'2015-07-02 09:40:00'  2400.000   820.612  1745.711
'2015-07-02 09:45:00'  2400.000   727.231  1715.619
'2015-07-02 09:50:00'  2400.000   705.984  1866.820
'2015-07-02 09:55:00'  2400.000   632.366  1813.678
'2015-07-02 10:00:00'  2400.000   573.480  1876.250
'2015-07-02 10:05:00'  2400.000   584.917  1990.770
'2015-07-02 10:10:00'  2400.000   628.697  1974.782
'2015-07-02 10:15:00'  2400.000   600.289  2049.540
'2015-07-02 10:20:00'  2400.000   654.451  2048.393
'2015-07-02 10:25:00'  2400.000   639.999  2076.876
'2015-07-02 10:30:00'  2400.000   691.419  2087.682
'2015-07-02 10:35:00'  2400.000   677.921  2230.771
'2015-07-02 10:40:00'  2400.000   702.082  2192.482
'2015-07-02 10:45:00'  2400.000   702.771  2247.320
'2015-07-02 10:50:00'  2400.000   762.994  2425.631
'2015-07-02 10:55:00'  2400.000   761.558  2321.097
'2015-07-02 11:00:00'  2400.000   767.000  2441.250
'2015-07-02 11:05:00'  2400.000   747.310  2523.651
'2015-07-02 11:10:00'  2400.000   734.813  2487.143
'2015-07-02 11:15:00'  2400.000   739.959  2446.933
'2015-07-02 11:20:00'  2377.911   723.540  2512.122
'2015-07-02 11:25:00'  2194.660   723.528  2606.337
'2015-07-02 11:30:00'  2376.386   673.464  2647.589
'2015-07-02 11:35:00'  2373.320   634.847  2581.849
'2015-07-02 11:40:00'  2400.000   678.476  2487.738
'2015-07-02 11:45:00'  2301.836   630.795  2673.006
'2015-07-02 11:50:00'  1950.419   607.363  2799.001
'2015-07-02 11:55:00'  2269.415   590.068  2792.882
'2015-07-02 12:00:00'  2205.660   601.800  2696.250
'2015-07-02 12:05:00'  2184.749   629.163  2685.192
'2015-07-02 12:10:00'  2400.000   630.514  2656.098
'2015-07-02 12:15:00'  2400.000   603.974  2642.767
'2015-07-02 12:20:00'  2279.932   612.625  2686.046
'2015-07-02 12:25:00'  2144.411   629.241  2707.916
'2015-07-02 12:30:00'  2220.440   647.607  2623.372
'2015-07-02 12:35:00'  2139.977   633.684  2727.546
'2015-07-02 12:40:00'  2106.960   675.200  2631.640
'2015-07-02 12:45:00'  2019.489   693.459  2635.697
'2015-07-02 12:50:00'  2059.092   671.239  2673.451
'2015-07-02 12:55:00'  1986.097   643.793  2703.183
'2015-07-02 13:00:00'  2043.181   672.600  2728.750
'2015-07-02 13:05:00'  2221.326   654.000  2715.339
'2015-07-02 13:10:00'  2203.853   689.283  2631.324
'2015-07-02 13:15:00'  2067.494   669.786  2689.337
'2015-07-02 13:20:00'  2135.055   676.073  2700.553
'2015-07-02 13:25:00'  1943.429   693.925  2711.105
'2015-07-02 13:30:00'  2154.304   735.173  2651.890
'2015-07-02 13:35:00'  2112.549   720.978  2609.049
'2015-07-02 13:40:00'  1896.021   707.737  2680.382
'2015-07-02 13:45:00'  1953.934   697.424  2699.535
'2015-07-02 13:50:00'  2012.840   738.023  2646.065
'2015-07-02 13:55:00'  1912.345   763.740  2598.041
'2015-07-02 14:00:00'  1959.861   757.560  2608.750
'2015-07-02 14:05:00'  2014.972   735.609  2641.340
'2015-07-02 14:10:00'  2184.579   758.803  2517.673
'2015-07-02 14:15:00'  1869.986   759.309  2558.628
'2015-07-02 14:20:00'  1765.509   772.872  2601.243
