
    PO_StorageStatus(iTime,iStorageStatus) := data table 
                       Generation      Charge   Discharge
'2015-07-01 16:00:00'      3016.000      1985.000       436.133
'2015-07-01 16:15:00'      3044.669      1797.234       605.742
'2015-07-01 16:30:00'      3139.900      1661.078       719.077
'2015-07-01 16:45:00'      3209.242      1525.589       868.356
'2015-07-01 17:00:00'      3322.000      1412.500       823.458
'2015-07-01 17:15:00'      3344.510      1281.774       995.368
'2015-07-01 17:30:00'      3676.053      1109.741       887.594
'2015-07-01 17:45:00'      3621.943       958.457      1155.027
'2015-07-01 18:00:00'      3836.000       845.000      1118.609
'2015-07-01 18:15:00'      4335.189       708.942       454.029
'2015-07-01 18:30:00'      4989.875       549.291       489.136
'2015-07-01 18:45:00'      5397.809       406.513       231.419
'2015-07-01 19:00:00'      5828.000       257.500              
'2015-07-01 19:15:00'      6499.670       193.593              
'2015-07-01 19:30:00'      6925.865       130.407              
'2015-07-01 19:45:00'      7628.286        70.386              
'2015-07-01 20:00:00'      8188.000        10.000              
'2015-07-01 20:15:00'      8250.337         7.492              
'2015-07-01 20:30:00'      7978.848         4.795              
'2015-07-01 20:45:00'      8185.926         2.484              
'2015-07-01 21:00:00'      8098.000                            
'2015-07-01 21:15:00'      8356.706                            
'2015-07-01 21:30:00'      8684.340                            
'2015-07-01 21:45:00'      8689.059                            
'2015-07-01 22:00:00'      9038.000                            
'2015-07-01 22:15:00'      9052.613                            
'2015-07-01 22:30:00'      8967.726                            
'2015-07-01 22:45:00'      9308.362                            
'2015-07-01 23:00:00'      9142.000                            
'2015-07-01 23:15:00'      8770.653                            
'2015-07-01 23:30:00'      8350.517                            
'2015-07-01 23:45:00'      7964.005                            
'2015-07-02 00:00:00'      7776.000                            
'2015-07-02 00:15:00'      7605.997                            
'2015-07-02 00:30:00'      7361.674                            
'2015-07-02 00:45:00'      7471.634                            
'2015-07-02 01:00:00'      7358.000                            
'2015-07-02 01:15:00'      7174.294                            
'2015-07-02 01:30:00'      6963.101                            
'2015-07-02 01:45:00'      6828.757                            
'2015-07-02 02:00:00'      6614.000                            
'2015-07-02 02:15:00'      6451.721                            
'2015-07-02 02:30:00'      6083.854                            
'2015-07-02 02:45:00'      5771.663                            
'2015-07-02 03:00:00'      5762.000                            
'2015-07-02 03:15:00'      5507.366                            
'2015-07-02 03:30:00'      5342.295                            
'2015-07-02 03:45:00'      5162.235                            
'2015-07-02 04:00:00'      4868.000                            
'2015-07-02 04:15:00'      4817.590                            
'2015-07-02 04:30:00'      4779.083                            
'2015-07-02 04:45:00'      4716.234                            
'2015-07-02 05:00:00'      4688.000                            
'2015-07-02 05:15:00'      4708.241         1.266              
'2015-07-02 05:30:00'      4619.334         2.470              
'2015-07-02 05:45:00'      4574.171         3.663              
'2015-07-02 06:00:00'      4586.000         5.000              
'2015-07-02 06:15:00'      4253.621        66.252       104.794
'2015-07-02 06:30:00'      3863.139       121.825       679.449
'2015-07-02 06:45:00'      3487.588       176.644      1156.875
'2015-07-02 07:00:00'      3098.000       240.000      1692.273
'2015-07-02 07:15:00'      2827.229       375.861      2010.023
'2015-07-02 07:30:00'      2468.293       522.867      2475.129
'2015-07-02 07:45:00'      2221.676       666.762      2566.580
'2015-07-02 08:00:00'      1868.000       802.500      2951.570
'2015-07-02 08:15:00'      1860.530      1011.245      2699.600
'2015-07-02 08:30:00'      1816.850      1146.141      2768.430
'2015-07-02 08:45:00'      1862.562      1370.683      2529.530
'2015-07-02 09:00:00'      1776.000      1547.500      2535.288
'2015-07-02 09:15:00'      1642.783      1646.362      2696.541
'2015-07-02 09:30:00'      1443.150      1794.021      2755.029
'2015-07-02 09:45:00'      1213.939      1889.259      2676.511
'2015-07-02 10:00:00'      1062.000      2012.500      2843.468
'2015-07-02 10:15:00'      1123.311      2244.373      2597.305
'2015-07-02 10:30:00'      1208.363      2354.873      2264.120
'2015-07-02 10:45:00'      1239.861      2441.459      2115.460
'2015-07-02 11:00:00'      1298.000      2647.500      1913.288
'2015-07-02 11:15:00'      1237.394      2788.489      1803.703
'2015-07-02 11:30:00'      1188.820      2847.269      1811.526
'2015-07-02 11:45:00'      1166.075      2799.235      1756.898
'2015-07-02 12:00:00'      1124.000      2930.000      1449.710
'2015-07-02 12:15:00'      1105.216      2945.725      1375.220
'2015-07-02 12:30:00'      1080.889      2995.821      1509.566
'2015-07-02 12:45:00'      1061.785      2865.866      1582.998
'2015-07-02 13:00:00'      1084.000      2970.000      1390.531
'2015-07-02 13:15:00'      1093.234      2864.438      1470.008
'2015-07-02 13:30:00'      1090.978      2950.606      1534.011
'2015-07-02 13:45:00'      1062.858      2888.866      1450.189
'2015-07-02 14:00:00'      1052.000      2845.000      1429.171
'2015-07-02 14:15:00'      1097.188      2723.109      1393.157
'2015-07-02 14:30:00'      1076.105      2637.978      1408.458
'2015-07-02 14:45:00'      1034.884      2642.556      1570.376
'2015-07-02 15:00:00'      1032.000      2565.000      1610.812
'2015-07-02 15:15:00'      1076.572      2480.524      1608.103
'2015-07-02 15:30:00'      1075.173      2309.654      1922.468
'2015-07-02 15:45:00'      1131.144      2252.859      1851.012
'2015-07-02 16:00:00'      1112.000      2162.500      2051.671
'2015-07-02 16:15:00'      1200.908      2021.010      2164.523
'2015-07-02 16:30:00'      1479.251      1782.283      2021.457
'2015-07-02 16:45:00'      1545.989      1743.901      2208.294
'2015-07-02 17:00:00'      1756.000      1562.500      2126.031
'2015-07-02 17:15:00'      2037.533      1360.834      2202.656
'2015-07-02 17:30:00'      2229.074      1153.294      2119.202
'2015-07-02 17:45:00'      2460.349      1019.654      2167.336
'2015-07-02 18:00:00'      2750.000       820.000      2111.249
'2015-07-02 18:15:00'      3133.619       687.425      1815.929
'2015-07-02 18:30:00'      3502.561       568.481      1653.273
'2015-07-02 18:45:00'      3684.646       400.043      1655.765
'2015-07-02 19:00:00'      4196.000       282.500      1321.109
'2015-07-02 19:15:00'      4718.365       216.432      1008.018
'2015-07-02 19:30:00'      5225.908       149.703       522.517
'2015-07-02 19:45:00'      5763.781        76.373              
'2015-07-02 20:00:00'      6038.000        10.000              
'2015-07-02 20:15:00'      5920.204         8.099              
'2015-07-02 20:30:00'      5848.324         5.155              
'2015-07-02 20:45:00'      5903.149         2.371              
'2015-07-02 21:00:00'      5754.000                            
'2015-07-02 21:15:00'      6035.326                            
'2015-07-02 21:30:00'      6099.684                            
'2015-07-02 21:45:00'      6224.213                            
'2015-07-02 22:00:00'      6300.000                            
'2015-07-02 22:15:00'      6589.835                            
'2015-07-02 22:30:00'      6693.232                            
'2015-07-02 22:45:00'      6796.497                            
'2015-07-02 23:00:00'      6864.000                            
'2015-07-02 23:15:00'      6783.124                            
'2015-07-02 23:30:00'      6635.918                            
'2015-07-02 23:45:00'      6308.011                            
'2015-07-03 00:00:00'      6150.000                            
'2015-07-03 00:15:00'      5782.828                            
'2015-07-03 00:30:00'      5537.052                            
'2015-07-03 00:45:00'      5048.004                            
'2015-07-03 01:00:00'      4616.000                            
'2015-07-03 01:15:00'      4380.559                            
'2015-07-03 01:30:00'      4379.500                            
'2015-07-03 01:45:00'      4135.825                            
'2015-07-03 02:00:00'      4066.000                            
'2015-07-03 02:15:00'      4168.441                            
'2015-07-03 02:30:00'      4328.637                            
'2015-07-03 02:45:00'      4539.613                            
'2015-07-03 03:00:00'      4550.000                            
'2015-07-03 03:15:00'      4439.845                            
'2015-07-03 03:30:00'      4107.667                            
'2015-07-03 03:45:00'      3852.446                            
'2015-07-03 04:00:00'      3664.000                            
'2015-07-03 04:15:00'      3870.713                            
'2015-07-03 04:30:00'      3901.673                            
'2015-07-03 04:45:00'      4057.049                            
'2015-07-03 05:00:00'      4070.000                            
'2015-07-03 05:15:00'      4045.931         1.225              
'2015-07-03 05:30:00'      4180.060         2.582              
'2015-07-03 05:45:00'      4177.405         4.001              
'2015-07-03 06:00:00'      4166.000         5.000         1.167
'2015-07-03 06:15:00'      3696.711        64.728       625.488
'2015-07-03 06:30:00'      3155.373       123.774      1185.594
'2015-07-03 06:45:00'      2661.676       187.925      1797.895
'2015-07-03 07:00:00'      2158.000       252.500      2514.975
'2015-07-03 07:15:00'      1879.404       410.824      2696.922
'2015-07-03 07:30:00'      1575.361       602.062      2969.434
'2015-07-03 07:45:00'      1260.450       741.732      3460.275
'2015-07-03 08:00:00'       926.000       917.500      3661.443
'2015-07-03 08:15:00'      1159.567      1111.922      3254.277
'2015-07-03 08:30:00'      1445.966      1303.522      2882.500
'2015-07-03 08:45:00'      1711.785      1459.977      2528.702
'2015-07-03 09:00:00'      1982.000      1652.500      2102.230
'2015-07-03 09:15:00'      2264.355      1803.205      1858.875
'2015-07-03 09:30:00'      2575.968      1940.334      1252.620
'2015-07-03 09:45:00'      2865.716      2121.844       911.638
'2015-07-03 10:00:00'      3208.000      2200.000       386.677
'2015-07-03 10:15:00'      3233.351      2389.391         1.656
'2015-07-03 10:30:00'      3418.796      2397.085              
'2015-07-03 10:45:00'      3462.574      2630.356              
'2015-07-03 11:00:00'      3542.000      2680.000              
'2015-07-03 11:15:00'      3526.785      2783.019              
'2015-07-03 11:30:00'      3374.129      2770.902              
'2015-07-03 11:45:00'      3452.910      2790.387              
'2015-07-03 12:00:00'      3338.000      2852.500              
'2015-07-03 12:15:00'      3412.596      2936.722              
'2015-07-03 12:30:00'      3594.501      2977.087              
'2015-07-03 12:45:00'      3597.913      3077.106              
'2015-07-03 13:00:00'      3714.000      3115.000              
'2015-07-03 13:15:00'      3852.137      2965.590              
'2015-07-03 13:30:00'      3787.472      2961.590              
'2015-07-03 13:45:00'      3779.771      2869.954              
'2015-07-03 14:00:00'      3848.000      2810.000              
'2015-07-03 14:15:00'      3518.903      2714.924              
'2015-07-03 14:30:00'      3336.795      2680.985              
'2015-07-03 14:45:00'      3098.430      2478.826              
'2015-07-03 15:00:00'      2818.000      2525.000              
'2015-07-03 15:15:00'      2761.617      2484.517              
'2015-07-03 15:30:00'      2770.353      2350.263        22.878
'2015-07-03 15:45:00'      2700.856      2218.818       300.813
'2015-07-03 16:00:00'      2690.000      2095.000       430.209
'2015-07-03 16:15:00'      2681.160      1873.125       846.943
'2015-07-03 16:30:00'      2806.318      1854.736       542.934
'2015-07-03 16:45:00'      2837.383      1713.525       708.522
'2015-07-03 17:00:00'      2848.000      1587.500       895.603
'2015-07-03 17:15:00'      3084.486      1424.823       992.407
'2015-07-03 17:30:00'      3502.669      1259.806       910.323
'2015-07-03 17:45:00'      3662.860      1068.752       734.014
'2015-07-03 18:00:00'      4012.000       910.000       640.890
'2015-07-03 18:15:00'      4273.637       761.094       462.544
'2015-07-03 18:30:00'      4661.536       567.235       333.577
'2015-07-03 18:45:00'      4769.946       424.208       417.475
'2015-07-03 19:00:00'      5226.000       267.500       185.283
'2015-07-03 19:15:00'      5502.170       197.925        52.637
'2015-07-03 19:30:00'      5691.900       138.097              
'2015-07-03 19:45:00'      6293.212        74.396              
'2015-07-03 20:00:00'      6516.000        10.000              
'2015-07-03 20:15:00'      6805.099         7.651              
'2015-07-03 20:30:00'      7087.640         5.185              
'2015-07-03 20:45:00'      7218.082         2.540              
'2015-07-03 21:00:00'      7434.000                            
'2015-07-03 21:15:00'      7761.075                            
'2015-07-03 21:30:00'      7804.520                            
'2015-07-03 21:45:00'      8240.118                            
'2015-07-03 22:00:00'      8372.000                            
'2015-07-03 22:15:00'      8229.921                            
'2015-07-03 22:30:00'      8066.017                            
'2015-07-03 22:45:00'      8381.874                            
'2015-07-03 23:00:00'      7990.000                            
'2015-07-03 23:15:00'      8143.493                            
'2015-07-03 23:30:00'      8388.108                            
'2015-07-03 23:45:00'      8504.165                            
'2015-07-04 00:00:00'      8642.000                            
'2015-07-04 00:15:00'      8731.605                            
'2015-07-04 00:30:00'      8944.311                            
'2015-07-04 00:45:00'      8732.878                            
'2015-07-04 01:00:00'      8814.000                            
'2015-07-04 01:15:00'      8696.466                            
'2015-07-04 01:30:00'      8402.444                            
'2015-07-04 01:45:00'      8009.496                            
'2015-07-04 02:00:00'      7824.000                            
'2015-07-04 02:15:00'      7894.355                            
'2015-07-04 02:30:00'      7758.623                            
'2015-07-04 02:45:00'      7567.301                            
'2015-07-04 03:00:00'      7498.000                            
'2015-07-04 03:15:00'      7377.273                            
'2015-07-04 03:30:00'      7375.598                            
'2015-07-04 03:45:00'      7233.983                            
'2015-07-04 04:00:00'      7026.000                            
'2015-07-04 04:15:00'      6944.415                            
'2015-07-04 04:30:00'      6904.704                            
'2015-07-04 04:45:00'      6719.568                            
'2015-07-04 05:00:00'      6636.000                            
'2015-07-04 05:15:00'      6454.745         1.228              
'2015-07-04 05:30:00'      6532.928         2.559              
'2015-07-04 05:45:00'      6476.043         4.054              
'2015-07-04 06:00:00'      6422.000         5.000              
'2015-07-04 06:15:00'      5909.277        66.846              
'2015-07-04 06:30:00'      5593.790       130.515              
'2015-07-04 06:45:00'      5194.424       192.757              
'2015-07-04 07:00:00'      4694.000       250.000              
'2015-07-04 07:15:00'      4211.220       397.708              
'2015-07-04 07:30:00'      3770.996       521.535              
'2015-07-04 07:45:00'      3451.871       675.159              
'2015-07-04 08:00:00'      3024.000       842.500        73.264
'2015-07-04 08:15:00'      3003.677      1008.034        71.158
'2015-07-04 08:30:00'      2926.251      1233.475              
'2015-07-04 08:45:00'      2924.288      1395.484              
'2015-07-04 09:00:00'      2858.000      1562.500              
'2015-07-04 09:15:00'      2895.662      1709.576              
'2015-07-04 09:30:00'      2814.952      1730.849              
'2015-07-04 09:45:00'      2745.474      1893.049              
'2015-07-04 10:00:00'      2812.000      2057.500              
'2015-07-04 10:15:00'      2542.528      2189.362              
'2015-07-04 10:30:00'      2207.326      2275.775              
'2015-07-04 10:45:00'      2081.340      2298.722        12.863
'2015-07-04 11:00:00'      1804.000      2525.000       132.901
'2015-07-04 11:15:00'      1572.997      2534.295       370.317
'2015-07-04 11:30:00'      1369.409      2644.605       476.582
'2015-07-04 11:45:00'      1179.184      2692.920       524.289
'2015-07-04 12:00:00'       940.000      2832.500       547.000
'2015-07-04 12:15:00'       957.985      2974.216       434.529
'2015-07-04 12:30:00'       943.884      2972.873       309.337
'2015-07-04 12:45:00'       979.004      3068.475       248.767
'2015-07-04 13:00:00'       964.000      3062.500       245.533
'2015-07-04 13:15:00'       930.987      3110.038       296.517
'2015-07-04 13:30:00'       911.981      3089.431       213.150
'2015-07-04 13:45:00'       880.926      2919.210       523.314
'2015-07-04 14:00:00'       828.000      2940.000       504.033
'2015-07-04 14:15:00'       844.206      2824.194       480.407
'2015-07-04 14:30:00'       854.445      2777.868       408.470
'2015-07-04 14:45:00'       888.128      2696.601       410.099
'2015-07-04 15:00:00'       930.000      2635.000       517.165
'2015-07-04 15:15:00'       869.206      2497.516       807.568
'2015-07-04 15:30:00'       854.126      2425.382       725.326
'2015-07-04 15:45:00'       816.588      2515.080       645.939
'2015-07-04 16:00:00'       768.000      2402.500       864.198
'2015-07-04 16:15:00'       796.178      2167.349      1102.735
'2015-07-04 16:30:00'       896.257      2038.004      1263.036
'2015-07-04 16:45:00'       903.069      1778.332      1333.493
'2015-07-04 17:00:00'       940.000      1592.500      1644.599
'2015-07-04 17:15:00'      1162.615      1402.075      1606.882
'2015-07-04 17:30:00'      1410.082      1208.716      1672.071
'2015-07-04 17:45:00'      1687.805      1012.044      1678.038
'2015-07-04 18:00:00'      1904.000       827.500      1635.467
'2015-07-04 18:15:00'      1700.287       684.540      2033.786
'2015-07-04 18:30:00'      1663.370       553.108      2394.077
'2015-07-04 18:45:00'      1606.318       414.877      2602.693
'2015-07-04 19:00:00'      1476.000       267.500      3003.203
'2015-07-04 19:15:00'      1625.839       203.962      2863.287
'2015-07-04 19:30:00'      1634.258       140.478      2889.602
'2015-07-04 19:45:00'      1784.569        79.643      2892.184
'2015-07-04 20:00:00'      1886.000        15.000      2703.302
'2015-07-04 20:15:00'      2028.982        11.376      2554.049
'2015-07-04 20:30:00'      2226.248         7.794      2373.052
'2015-07-04 20:45:00'      2490.152         3.608      2159.904
'2015-07-04 21:00:00'      2626.000                    1883.368
'2015-07-04 21:15:00'      2663.100                    1934.926
'2015-07-04 21:30:00'      2565.117                    1842.189
'2015-07-04 21:45:00'      2530.579                    1806.136
'2015-07-04 22:00:00'      2566.000                    1706.033
'2015-07-04 22:15:00'      2540.966                    1570.045
'2015-07-04 22:30:00'      2730.126                    1465.971
'2015-07-04 22:45:00'      2798.425                    1276.380
'2015-07-04 23:00:00'      2998.000                    1036.698
'2015-07-04 23:15:00'      3054.590                     804.966
'2015-07-04 23:30:00'      3015.725                     885.650
'2015-07-04 23:45:00'      3211.762                     444.504
'2015-07-05 00:00:00'      3208.000                     259.559
'2015-07-05 00:15:00'      3214.162                     307.047
'2015-07-05 00:30:00'      3198.211                     162.636
'2015-07-05 00:45:00'      3467.226                            
'2015-07-05 01:00:00'      3392.000                            
'2015-07-05 01:15:00'      3359.902                       2.931
'2015-07-05 01:30:00'      3333.738                            
'2015-07-05 01:45:00'      3385.725                            
'2015-07-05 02:00:00'      3344.000                            
'2015-07-05 02:15:00'      3585.059                            
'2015-07-05 02:30:00'      3524.599                            
'2015-07-05 02:45:00'      3625.913                            
'2015-07-05 03:00:00'      3872.000                            
'2015-07-05 03:15:00'      3939.699                            
'2015-07-05 03:30:00'      3958.667                            
'2015-07-05 03:45:00'      4107.811                            
'2015-07-05 04:00:00'      4252.000                            
'2015-07-05 04:15:00'      4157.150                            
'2015-07-05 04:30:00'      4094.297                            
'2015-07-05 04:45:00'      4014.221                            
'2015-07-05 05:00:00'      3962.000                            
'2015-07-05 05:15:00'      3783.640         1.227              
'2015-07-05 05:30:00'      3673.605         2.440              
'2015-07-05 05:45:00'      3479.614         3.775              
'2015-07-05 06:00:00'      3242.000         5.000              
'2015-07-05 06:15:00'      3026.154        55.413       132.847
'2015-07-05 06:30:00'      2780.980       114.889       471.077
'2015-07-05 06:45:00'      2615.426       161.386       621.334
'2015-07-05 07:00:00'      2406.000       220.000       795.325
'2015-07-05 07:15:00'      2279.446       370.329       817.966
'2015-07-05 07:30:00'      2065.917       489.308       995.411
'2015-07-05 07:45:00'      1872.488       655.516      1275.137
'2015-07-05 08:00:00'      1812.000       797.500      1227.932
'2015-07-05 08:15:00'      1918.130       983.197      1035.855
'2015-07-05 08:30:00'      1990.767      1131.008       835.563
'2015-07-05 08:45:00'      2087.119      1282.378       689.209
'2015-07-05 09:00:00'      2214.000      1447.500       453.337
'2015-07-05 09:15:00'      1999.184      1644.764       568.816
'2015-07-05 09:30:00'      1762.463      1722.891       815.486
'2015-07-05 09:45:00'      1547.591      1817.253       693.640
'2015-07-05 10:00:00'      1318.000      1972.500       963.039
'2015-07-05 10:15:00'      1422.696      2127.070       585.803
'2015-07-05 10:30:00'      1560.154      2264.778       608.974
'2015-07-05 10:45:00'      1638.621      2403.877       194.491
'2015-07-05 11:00:00'      1738.000      2552.500        55.508
'2015-07-05 11:15:00'      2424.808      2645.713              
'2015-07-05 11:30:00'      2967.959      2826.840              
'2015-07-05 11:45:00'      3677.273      2790.709              
'2015-07-05 12:00:00'      4180.000      2915.000              
'2015-07-05 12:15:00'      4310.451      2941.849              
'2015-07-05 12:30:00'      4374.076      2845.400              
'2015-07-05 12:45:00'      4528.624      3044.336              
'2015-07-05 13:00:00'      4694.000      3007.500              
'2015-07-05 13:15:00'      4771.243      2926.172              
'2015-07-05 13:30:00'      4761.977      2864.462              
'2015-07-05 13:45:00'      4902.116      2967.295              
'2015-07-05 14:00:00'      4880.000      2960.000              
'2015-07-05 14:15:00'      4701.711      2934.218              
'2015-07-05 14:30:00'      4388.351      2788.755              
'2015-07-05 14:45:00'      4113.396      2705.012              
'2015-07-05 15:00:00'      3876.000      2752.500              
'2015-07-05 15:15:00'      3530.007      2644.296              
'2015-07-05 15:30:00'      3075.905      2412.926              
'2015-07-05 15:45:00'      2772.001      2266.392              
'2015-07-05 16:00:00'      2414.000      2060.000              
'2015-07-05 16:15:00'      2238.241      1896.751              
'2015-07-05 16:30:00'      2060.804      1795.625       262.378
'2015-07-05 16:45:00'      1940.852      1682.150       547.070
'2015-07-05 17:00:00'      1750.000      1600.000       718.603
'2015-07-05 17:15:00'      1757.489      1431.724       844.144
'2015-07-05 17:30:00'      1737.316      1263.389      1127.312
'2015-07-05 17:45:00'      1823.193      1078.786      1455.389
'2015-07-05 18:00:00'      1764.000       910.000      1579.539
'2015-07-05 18:15:00'      2212.693       737.142      1354.301
'2015-07-05 18:30:00'      2685.471       586.423      1136.490
'2015-07-05 18:45:00'      3120.443       441.169       955.076
'2015-07-05 19:00:00'      3544.000       290.000       789.412
'2015-07-05 19:15:00'      4218.729       209.791       205.180
'2015-07-05 19:30:00'      4866.411       144.339              
'2015-07-05 19:45:00'      5446.023        80.045              
'2015-07-05 20:00:00'      6112.000        10.000              
'2015-07-05 20:15:00'      6515.382         7.914              
'2015-07-05 20:30:00'      6639.279         4.688              
'2015-07-05 20:45:00'      6934.044         2.840              
'2015-07-05 21:00:00'      7390.000                            
'2015-07-05 21:15:00'      7529.578                            
'2015-07-05 21:30:00'      7133.750                            
'2015-07-05 21:45:00'      6976.368                            
'2015-07-05 22:00:00'      7006.000                            
'2015-07-05 22:15:00'      7307.315                            
'2015-07-05 22:30:00'      8297.444                            
'2015-07-05 22:45:00'      8808.880                            
'2015-07-05 23:00:00'      9192.000                            
'2015-07-05 23:15:00'      9297.975                            
'2015-07-05 23:30:00'      8988.748                            
'2015-07-05 23:45:00'      8785.749                            
'2015-07-06 00:00:00'      8502.000                            
    ;


    PO_LineUtilization(iTime,iTransmissionLine) := data { } ;

    PO_OverGeneration(iTime) := data { } ;

    PO_UnmetDemand(iTime) := data { } ;

    VC_OnOffStatus(iTime,iNonRenewableGenerator) := data { } ;

    PD_SolutionTime := 0.718 ;

    PD_SolverStatus := "NormalCompletion" ;


    PO_StorageStatus(iTime,iStorageStatus) := data table 
                       Generation      Charge   Discharge
                    !  ----------  ----------  ----------
'2015-07-01 00:00:00'    3805.993    6026.007            
'2015-07-01 00:15:00'    3937.103    5671.864            
'2015-07-01 00:30:00'    3807.692    5542.974            
'2015-07-01 00:45:00'    3697.605    5412.209            
'2015-07-01 01:00:00'    3745.581    5104.419            
'2015-07-01 01:15:00'    3757.394    4788.434            
'2015-07-01 01:30:00'    3688.253    4876.389            
'2015-07-01 01:45:00'    3664.675    4910.517            
'2015-07-01 02:00:00'    3624.755    4767.245            
'2015-07-01 02:15:00'    3721.410    4246.892            
'2015-07-01 02:30:00'    3465.800    4769.278            
'2015-07-01 02:45:00'    3415.147    4759.278            
'2015-07-01 03:00:00'    3503.930    4596.070            
'2015-07-01 03:15:00'    3478.939    4566.830            
'2015-07-01 03:30:00'    3454.046    4272.002            
'2015-07-01 03:45:00'    3512.494    4251.596            
'2015-07-01 04:00:00'    3564.343    3849.657            
'2015-07-01 04:15:00'    3645.490    3854.483            
'2015-07-01 04:30:00'    3714.390    3575.076            
'2015-07-01 04:45:00'    3714.245    3615.642            
'2015-07-01 05:00:00'    3926.818    3529.182            
'2015-07-01 05:15:00'    4045.137    3069.727            
'2015-07-01 05:30:00'    4227.787    2889.450            
'2015-07-01 05:45:00'    4228.139    2853.528            
'2015-07-01 06:00:00'    4349.706    2486.294            
'2015-07-01 06:15:00'    4514.385    2263.513            
'2015-07-01 06:30:00'    4653.785    2266.564            
'2015-07-01 06:45:00'    4930.356    2117.027            
'2015-07-01 07:00:00'    5135.070    1969.430            
'2015-07-01 07:15:00'    5360.436    1936.111            
'2015-07-01 07:30:00'    5595.039    1975.860            
'2015-07-01 07:45:00'    5447.309    2164.315            
'2015-07-01 08:00:00'    5739.196    2099.304            
'2015-07-01 08:15:00'    5835.224    2135.292            
'2015-07-01 08:30:00'    5934.718    2323.949            
'2015-07-01 08:45:00'    5940.016    2316.743            
'2015-07-01 09:00:00'    5980.846    2473.154            
'2015-07-01 09:15:00'    5848.184    2804.075            
'2015-07-01 09:30:00'    6166.369    2912.624            
'2015-07-01 09:45:00'    5968.256    3480.975            
'2015-07-01 10:00:00'    6041.259    3639.241            
'2015-07-01 10:15:00'    6115.319    3808.869            
'2015-07-01 10:30:00'    5974.838    3925.950            
'2015-07-01 10:45:00'    6054.073    4088.561            
'2015-07-01 11:00:00'    5980.846    4248.154            
'2015-07-01 11:15:00'    5737.444    4358.808            
'2015-07-01 11:30:00'    5665.612    4298.134            
'2015-07-01 11:45:00'    5756.584    4206.648            
'2015-07-01 12:00:00'    5618.371    4097.629            
'2015-07-01 12:15:00'    5835.171    3492.947            
'2015-07-01 12:30:00'    5501.616    3680.684            
'2015-07-01 12:45:00'    5498.699    3439.102            
'2015-07-01 13:00:00'    5557.958    3176.542            
'2015-07-01 13:15:00'    5621.352    2862.964            
'2015-07-01 13:30:00'    5437.110    2565.424            
'2015-07-01 13:45:00'    5431.024    1952.760            
'2015-07-01 14:00:00'    5437.133    1545.367            
'2015-07-01 14:15:00'    5310.122    1373.758            
'2015-07-01 14:30:00'    5222.175    1168.294            
'2015-07-01 14:45:00'    5470.105     710.833            
'2015-07-01 15:00:00'    5316.308     551.692            
'2015-07-01 15:15:00'    5318.330     268.855            
'2015-07-01 15:30:00'    5138.497     310.123            
'2015-07-01 15:45:00'    5217.629                 336.512
'2015-07-01 16:00:00'    5001.000                 436.133
'2015-07-01 16:15:00'    4841.903                 605.742
'2015-07-01 16:30:00'    4800.979                 719.077
'2015-07-01 16:45:00'    4734.832                 868.356
'2015-07-01 17:00:00'    4734.500                 823.458
'2015-07-01 17:15:00'    4626.283                 995.368
'2015-07-01 17:30:00'    4785.794                 887.594
'2015-07-01 17:45:00'    4580.400                1155.027
'2015-07-01 18:00:00'    4681.000                1118.609
'2015-07-01 18:15:00'    5044.131                 454.029
'2015-07-01 18:30:00'    5539.166                 489.136
'2015-07-01 18:45:00'    5804.322                 231.419
'2015-07-01 19:00:00'    5920.434     165.066            
'2015-07-01 19:15:00'    6001.305     691.958            
'2015-07-01 19:30:00'    5731.059    1325.212            
'2015-07-01 19:45:00'    5908.943    1789.729            
'2015-07-01 20:00:00'    5799.609    2398.391            
'2015-07-01 20:15:00'    5692.229    2565.599            
'2015-07-01 20:30:00'    5599.136    2384.507            
'2015-07-01 20:45:00'    5564.598    2623.812            
'2015-07-01 21:00:00'    5437.133    2660.867            
'2015-07-01 21:15:00'    5151.552    3205.154            
'2015-07-01 21:30:00'    5133.593    3550.747            
'2015-07-01 21:45:00'    4930.923    3758.136            
'2015-07-01 22:00:00'    4833.007    4204.993            
'2015-07-01 22:15:00'    4829.616    4222.998            
'2015-07-01 22:30:00'    4482.328    4485.398            
'2015-07-01 22:45:00'    4377.458    4930.905            
'2015-07-01 23:00:00'    4228.881    4913.119            
'2015-07-01 23:15:00'    4068.383    4702.270            
'2015-07-01 23:30:00'    4038.930    4311.586            
'2015-07-01 23:45:00'    3929.083    4034.922            
'2015-07-02 00:00:00'    3728.320    4047.680            
'2015-07-02 00:15:00'    3675.201    3930.796            
'2015-07-02 00:30:00'    3732.318    3629.356            
'2015-07-02 00:45:00'    3620.450    3851.185            
'2015-07-02 01:00:00'    3669.140    3688.860            
'2015-07-02 01:15:00'    3714.702    3459.592            
'2015-07-02 01:30:00'    3706.810    3256.291            
'2015-07-02 01:45:00'    3507.533    3321.224            
'2015-07-02 02:00:00'    3550.781    3063.219            
'2015-07-02 02:15:00'    3579.185    2872.536            
'2015-07-02 02:30:00'    3432.104    2651.750            
'2015-07-02 02:45:00'    3449.145    2322.518            
'2015-07-02 03:00:00'    3432.421    2329.579            
'2015-07-02 03:15:00'    3603.840    1903.526            
'2015-07-02 03:30:00'    3491.578    1850.717            
'2015-07-02 03:45:00'    3409.046    1753.189            
'2015-07-02 04:00:00'    3491.601    1376.399            
